Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
1203,1203,1203,1.2932906086358426e+18,2020-08-11 20:58:03+00:00,['1293290608635842563'],@amy_sharpex Seen your story!! Congratulations Amy!! You’ll make a fantastic nurse xx,, seen your story congratulations amy youll make a fantastic nurse xx,False
1204,1204,1204,1.292897477696389e+18,2020-08-10 18:55:54+00:00,['1292897477696389121'],"6 weeks until I qualify as a registered nurse. Don’t know where the time has gone. Never thought I’d make it a day without my grandad but here I am, finishing my nursing degree. Hope I’ve done you proud norm, you’re with me every second of every day ❤️",, weeks until i qualify as a registered nurse dont know where the time has gone never thought id make it a day without my grandad but here i am finishing my nursing degree hope ive done you proud norm youre with me every second of every day ,False
1221,1221,1221,1.287441910626427e+18,2020-07-26 17:37:25+00:00,['1287441910626426880'],"@meganprestonn Covid because I was spiking at temp 38.2 and obviously the coughing and headaches etc but my swab came back negative! Just a normal head cold that triggered the attack! But it was pretty bad, I’ve never had one like it before 😩 xx",, covid because i was spiking at temp  and obviously the coughing and headaches etc but my swab came back negative just a normal head cold that triggered the attack but it was pretty bad ive never had one like it before  xx,False
1222,1222,1222,1.287441642455212e+18,2020-07-26 17:36:21+00:00,['1287441642455212032'],"@meganprestonn Ah thanks feeling much better I’m back to work on Tuesday, can’t keep me down for long 🤣 I’ve been tolerating the PPE pretty well. I was on my break when it happened hadn’t had a mask on for half an hour! I’d been feeling unwell for about 4 days though so they thought I had",, ah thanks feeling much better im back to work on tuesday cant keep me down for long  ive been tolerating the ppe pretty well i was on my break when it happened hadnt had a mask on for half an hour id been feeling unwell for about  days though so they thought i had,False
1246,1246,1246,1.286639501373309e+18,2020-07-24 12:28:56+00:00,['1286639501373308928'],"@meganprestonn Had a really severe asthma attack whilst at work 🤣 was about an hour away from finishing my shift when it happened, the doctors in the unit had to come and help me and then I got sent to another hospital in an ambulance and admitted 😭🤣 currently feel like shit! Haha xx",, had a really severe asthma attack whilst at work  was about an hour away from finishing my shift when it happened the doctors in the unit had to come and help me and then i got sent to another hospital in an ambulance and admitted  currently feel like shit haha xx,False
1247,1247,1247,1.2866380858753393e+18,2020-07-24 12:23:18+00:00,['1286638085875339264'],So pleased to be discharged from hospital. Not so pleased to be feeling like someone dropped a 20 storey building on my rib cage and lungs :)))),,so pleased to be discharged from hospital not so pleased to be feeling like someone dropped a  storey building on my rib cage and lungs ,False
1251,1251,1251,1.2862974949016576e+18,2020-07-23 13:49:55+00:00,['1286297494901657601'],This Tweet from @tashaworgannn has been withheld in: United Kingdom.,"{'copyright': True, 'country_codes': ['XY'], 'scope': 'tweet'}",this tweet from  has been withheld in united kingdom,False
1253,1253,1253,1.2862889498252165e+18,2020-07-23 13:15:58+00:00,['1286288949825216514'],All the boys even Louis including zayn in their posts. My heart is shattered https://t.co/W5egfC3YqE,,all the boys even louis including zayn in their posts my heart is shattered ,False
1281,1281,1281,1.284184066149974e+18,2020-07-17 17:51:55+00:00,['1284184066149974016'],I wish I didn’t have to go to work tomorrow. Waking up at 5am on a weekend feels like a crime,,i wish i didnt have to go to work tomorrow waking up at am on a weekend feels like a crime,False
1292,1292,1292,1.283635844763521e+18,2020-07-16 05:33:28+00:00,['1283635844763521024'],@_97adeeba Aw no way!!! Are you ok now?? You’re amazing for dealing with me everything that’s going on in this crazy world! I don’t finish my management until 2nd October because I opted in to the paid placement late so no break for me 🤣,, aw no way are you ok now youre amazing for dealing with me everything thats going on in this crazy world i dont finish my management until nd october because i opted in to the paid placement late so no break for me ,False
1293,1293,1293,1.2834862886881608e+18,2020-07-15 19:39:11+00:00,['1283486288688160770'],"@_97adeeba How are you finding it? A&amp;E must be so intense!! How have you been with covid? I’m going into cardiothoracic intensive care, start dates for October",, how are you finding it aampe must be so intense how have you been with covid im going into cardiothoracic intensive care start dates for october,False
1294,1294,1294,1.283485822268969e+18,2020-07-15 19:37:20+00:00,['1283485822268968962'],@_97adeeba So excited to start!! Where are you working currently? What did you go into?,, so excited to start where are you working currently what did you go into,False
1295,1295,1295,1.283475289364988e+18,2020-07-15 18:55:29+00:00,['1283475289364987904'],"@_97adeeba Don’t, anything beyond uni is reducing me to tears at the minute!!! Can’t thing that far ahead 🤣 Don’t know if you remember but you actually helped me out with my interview back in 2017 when I first applied for adult nursing, look at us now! Full circle https://t.co/JycuThUtkw",, dont anything beyond uni is reducing me to tears at the minute cant thing that far ahead  dont know if you remember but you actually helped me out with my interview back in  when i first applied for adult nursing look at us now full circle ,False
1296,1296,1296,1.2834604079742976e+18,2020-07-15 17:56:21+00:00,['1283460407974297600'],Received our forms for the NMC register this morning nope I am not crying I am really really not. Dying over the fact I am just over two months away from being a registered nurse,,received our forms for the nmc register this morning nope i am not crying i am really really not dying over the fact i am just over two months away from being a registered nurse,False
1302,1302,1302,1.2829996406406226e+18,2020-07-14 11:25:25+00:00,['1282999640640622592'],If I see one more memorial post for Naya from the Glee cast I’m going to catapult myself into a deep despair. Can’t take the heartbreak,,if i see one more memorial post for naya from the glee cast im going to catapult myself into a deep despair cant take the heartbreak,False
1305,1305,1305,1.2829639845687255e+18,2020-07-14 09:03:44+00:00,['1282963984568725506'],Never seen so many people come out of the woodwork complaining about having to wear masks for an hour in the shops now they’ve been made compulsory. Masks are to protect those around you not only yourself,,never seen so many people come out of the woodwork complaining about having to wear masks for an hour in the shops now theyve been made compulsory masks are to protect those around you not only yourself,False
1315,1315,1315,1.282730355460649e+18,2020-07-13 17:35:23+00:00,['1282730355460648968'],"Don’t think I’ll ever be able to watch Glee in the same way. Santana was always my favourite character. My heart is heavy for Naya Rivera, for her family, and most of all, for her little boy. What a cruel world",,dont think ill ever be able to watch glee in the same way santana was always my favourite character my heart is heavy for naya rivera for her family and most of all for her little boy what a cruel world,False
1338,1338,1338,1.2791765257372672e+18,2020-07-03 22:13:44+00:00,['1279176525737267201'],@louise_latham I know that’s the standard PPE for everyone in my ward though so it’s tough,, i know thats the standard ppe for everyone in my ward though so its tough,False
1339,1339,1339,1.2791749353535406e+18,2020-07-03 22:07:25+00:00,['1279174935353540614'],@louise_latham Like I’m not allowed to go in the covid bay but i wear a mask wherever I go,, like im not allowed to go in the covid bay but i wear a mask wherever i go,False
1341,1341,1341,1.279174023193264e+18,2020-07-03 22:03:47+00:00,['1279174023193264130'],@louise_latham But our patients come from the community daily anyway),, but our patients come from the community daily anyway,False
1342,1342,1342,1.27917390630221e+18,2020-07-03 22:03:19+00:00,['1279173906302210048'],"@louise_latham I just take it down at the nurses station whenever I get chance because it is absolutely terrible especially when I’ve suited up and the visor just makes me want to die. I know I’m exempt but I wouldn’t feel comfortable not wearing one, especially with a covid bay (I don’t go in",, i just take it down at the nurses station whenever i get chance because it is absolutely terrible especially when ive suited up and the visor just makes me want to die i know im exempt but i wouldnt feel comfortable not wearing one especially with a covid bay i dont go in,False
1343,1343,1343,1.2791721792848527e+18,2020-07-03 21:56:28+00:00,['1279172179284852738'],"@louise_latham Don’t I’m dreading it completely I can hardly breathe in the get up now, I have to be risk assessed next week 🤣",, dont im dreading it completely i can hardly breathe in the get up now i have to be risk assessed next week ,False
1346,1346,1346,1.279165091426992e+18,2020-07-03 21:28:18+00:00,['1279165091426992128'],Best part of my WHOLE day is taking off my face mask and visor. Literally never experienced relief like it even when I come home and the mask is long off it still feels like it’s sitting round my face will I ever get used to it??? Who knows x,,best part of my whole day is taking off my face mask and visor literally never experienced relief like it even when i come home and the mask is long off it still feels like its sitting round my face will i ever get used to it who knows x,False
1347,1347,1347,1.2788284971678884e+18,2020-07-02 23:10:47+00:00,['1278828497167888385'],@louise_latham Queen of the nurses 😈,, queen of the nurses ,False
1348,1348,1348,1.2784133925507318e+18,2020-07-01 19:41:19+00:00,['1278413392550731776'],@catxnn Omg thank u 😭😭 love uuuu ❤️,, omg thank u  love uuuu ,False
1349,1349,1349,1.2784133331761605e+18,2020-07-01 19:41:05+00:00,['1278413333176160266'],@geeezx Thank you so much!! ❤️❤️,, thank you so much ,False
1350,1350,1350,1.2783767814609756e+18,2020-07-01 17:15:50+00:00,['1278376781460975617'],@meganprestonn Thanks Megan!! Hope you’re doing well xxx,, thanks megan hope youre doing well xxx,False
1351,1351,1351,1.27837280047514e+18,2020-07-01 17:00:01+00:00,['1278372800475140098'],Can’t believe I actually passed my dissertation after all the stressing and crying I did😭😭 is this real life??? Am I actually going to be a nurse after four whole years of stress ????,,cant believe i actually passed my dissertation after all the stressing and crying i did is this real life am i actually going to be a nurse after four whole years of stress ,False
1353,1353,1353,1.277349097574486e+18,2020-06-28 21:12:11+00:00,['1277349097574486017'],Still thinking about the time Jerry on parks and rec created a mural for the competition and the others laughed at him that shit breaks my heart,,still thinking about the time jerry on parks and rec created a mural for the competition and the others laughed at him that shit breaks my heart,False
1354,1354,1354,1.2773194382792458e+18,2020-06-28 19:14:20+00:00,['1277319438279245826'],@catxnn Love you so muchhhh ❤️,, love you so muchhhh ,False
1356,1356,1356,1.2773126767005327e+18,2020-06-28 18:47:28+00:00,['1277312676700532738'],First day of my last ever placement tomorrow before I qualify as a nurse and can honestly say I’ve never been this nervous in my whole life for anything ever 😭,,first day of my last ever placement tomorrow before i qualify as a nurse and can honestly say ive never been this nervous in my whole life for anything ever ,False
1366,1366,1366,1.27593675644194e+18,2020-06-24 23:40:03+00:00,['1275936756441939970'],Aurora Colorado District Attorney: Justice for Elijah McClain - Sign the Petition! https://t.co/tSlGn3MBvh via @UKChange,,aurora colorado district attorney justice for elijah mcclain  sign the petition  via ,False
1374,1374,1374,1.2758453974712115e+18,2020-06-24 17:37:01+00:00,['1275845397471211522'],"Of the most wonderful people on the planet. That is the service we provide as students, and the service students will continue to provide once this system reverts back to normal. And it’s a ‘service’ we provide because we thoroughly enjoy doing it; because we want to help people.",,of the most wonderful people on the planet that is the service we provide as students and the service students will continue to provide once this system reverts back to normal and its a service we provide because we thoroughly enjoy doing it because we want to help people,False
1375,1375,1375,1.275844972579783e+18,2020-06-24 17:35:20+00:00,['1275844972579782657'],"Well, because they are my patients, and even though it’s challenging and hard and I’ve cried every single day since I started (sometimes happy sometimes sad) I am grateful that I’ve had this experience and grateful that I’ve worked with some amazing nurses and cared for some (3/)",,well because they are my patients and even though its challenging and hard and ive cried every single day since i started sometimes happy sometimes sad i am grateful that ive had this experience and grateful that ive worked with some amazing nurses and cared for some ,False
1376,1376,1376,1.2758446921528115e+18,2020-06-24 17:34:13+00:00,['1275844692152811520'],And sacrificed so much of my time and effort to do a career that I’m truly passionate about and love more than anything. I don’t spend 12 1/2 hour shifts stood next to the RN whilst they do everything. I’m actively doing and seeking out further always to help MY patients as (2/),,and sacrificed so much of my time and effort to do a career that im truly passionate about and love more than anything i dont spend   hour shifts stood next to the rn whilst they do everything im actively doing and seeking out further always to help my patients as ,False
1377,1377,1377,1.2758443726139556e+18,2020-06-24 17:32:57+00:00,['1275844372613955587'],"As a final year nursing student who is weeks away from qualifying I’m deeply saddened (though not surprised) that Tory MP like Helen is unable to grasp the sheer amount of work nursing students do on a daily basis. I’ve cried with bereaved families, laughed with my patients (1/) https://t.co/9KlaW5OLam",,as a final year nursing student who is weeks away from qualifying im deeply saddened though not surprised that tory mp like helen is unable to grasp the sheer amount of work nursing students do on a daily basis ive cried with bereaved families laughed with my patients  ,False
1386,1386,1386,1.2754535142950748e+18,2020-06-23 15:39:49+00:00,['1275453514295074821'],@_nickwebb No ❤️,, no ,False
1393,1393,1393,1.2748350462062428e+18,2020-06-21 22:42:14+00:00,['1274835046206242818'],@sophiecrawley1 You can have one of mine. They’re all yappy little shits,, you can have one of mine theyre all yappy little shits,False
1401,1401,1401,1.2733830219834737e+18,2020-06-17 22:32:25+00:00,['1273383021983473670'],@catxnn I’m literally obsessed ??? I can’t wait for their new show,, im literally obsessed  i cant wait for their new show,False
1402,1402,1402,1.2733523225177784e+18,2020-06-17 20:30:26+00:00,['1273352322517778439'],@louise_latham So much taste,, so much taste,False
1403,1403,1403,1.2733403028252262e+18,2020-06-17 19:42:40+00:00,['1273340302825226243'],@amy_sharpex 💙💙💙 so exciteddd,,  so exciteddd,False
1404,1404,1404,1.2733005703890575e+18,2020-06-17 17:04:47+00:00,['1273300570389057536'],"@meganprestonn Thank you so much Megan, so happy 😭😭 hope everything’s wel with you xxx",, thank you so much megan so happy  hope everythings wel with you xxx,False
1406,1406,1406,1.2732757586313585e+18,2020-06-17 15:26:11+00:00,['1273275758631358465'],Ryan Bergara and Shane Madej that’s it that’s the tweet,,ryan bergara and shane madej thats it thats the tweet,False
1407,1407,1407,1.2732686378020823e+18,2020-06-17 14:57:54+00:00,['1273268637802082305'],12 days until o start placement again 😁😁😁 cannot believe I’ll still qualify in September after everything that’s happened 😭😭😭,, days until o start placement again  cannot believe ill still qualify in september after everything thats happened ,False
1447,1447,1447,1.27005195608678e+18,2020-06-08 17:55:57+00:00,['1270051956086779904'],"@meganprestonn It’s good that you did! Eek I’m so happy for you. No, nothing yet, sometime this week though hopefully! Xx",, its good that you did eek im so happy for you no nothing yet sometime this week though hopefully xx,False
1448,1448,1448,1.2700496461535232e+18,2020-06-08 17:46:46+00:00,['1270049646153523200'],"@meganprestonn Aw thats lush I didn’t realise you started so soon!! Something you want to do too, happy for you girl! Xx",, aw thats lush i didnt realise you started so soon something you want to do too happy for you girl xx,False
1449,1449,1449,1.2700488014333092e+18,2020-06-08 17:43:25+00:00,['1270048801433309186'],@meganprestonn Omg how did it go?! Where are you working?? Xx,, omg how did it go where are you working xx,False
1457,1457,1457,1.269324608064426e+18,2020-06-06 17:45:44+00:00,['1269324608064425984'],@Misse_ko I’d check with the university you’re wanting to study with but usually it’s 2:2 and above depending on what you’re looking to study and of course the institution :),, id check with the university youre wanting to study with but usually its  and above depending on what youre looking to study and of course the institution ,False
1458,1458,1458,1.269282238170116e+18,2020-06-06 14:57:22+00:00,['1269282238170116096'],Carl from the walking dead will always be a lil bitch. No matter how many times I watch it in my lifetime just know that I would rather get eaten by a walker than ever have to watch him on screen again,,carl from the walking dead will always be a lil bitch no matter how many times i watch it in my lifetime just know that i would rather get eaten by a walker than ever have to watch him on screen again,False
1473,1473,1473,1.2685121137624883e+18,2020-06-04 11:57:10+00:00,['1268512113762488322'],@meganprestonn Thanks Megan!! So happy 🤣 they’re being really helpful with the asthma too which always a plus. I’ll keep you in the loop!! Xx,, thanks megan so happy  theyre being really helpful with the asthma too which always a plus ill keep you in the loop xx,False
1479,1479,1479,1.2682681109031526e+18,2020-06-03 19:47:35+00:00,['1268268110903152640'],"@meganprestonn Love u 💙💙 really great actually the trust rang me yesterday and said they’re going to place me, just waiting for a start date! Said they’d ring me in the next week or so 😁",, love u  really great actually the trust rang me yesterday and said theyre going to place me just waiting for a start date said theyd ring me in the next week or so ,False
1489,1489,1489,1.268232500054233e+18,2020-06-03 17:26:05+00:00,['1268232500054233088'],Received a phone call yesterday from the trust saying they’re happy to have me for a placement. Nearly passed out I was so excited. 12 more weeks of placement and I’ll officially be a qualified nurse 😭😭 cardiothoracic intensive care here I come 😁😁😁,,received a phone call yesterday from the trust saying theyre happy to have me for a placement nearly passed out i was so excited  more weeks of placement and ill officially be a qualified nurse  cardiothoracic intensive care here i come ,False
1490,1490,1490,1.26823216217369e+18,2020-06-03 17:24:44+00:00,['1268232162173689856'],@meganprestonn Congratulations!!!!! You deserve the world!,, congratulations you deserve the world,False
1500,1500,1500,1.267928994336379e+18,2020-06-02 21:20:03+00:00,['1267928994336378880'],Prefeitura do Rio de Janeiro: Justice For Joāo Pedro - Sign the Petition! https://t.co/CdSXq6t7KQ via @Change,,prefeitura do rio de janeiro justice for joo pedro  sign the petition  via ,False
1501,1501,1501,1.2679284112904192e+18,2020-06-02 21:17:44+00:00,['1267928411290419203'],Gregg Abbott: Justice for Jennifer Jeffley - Sign the Petition! https://t.co/9J1ufV03bI via @UKChange,,gregg abbott justice for jennifer jeffley  sign the petition  via ,False
1502,1502,1502,1.267928285977219e+18,2020-06-02 21:17:15+00:00,['1267928285977219075'],Temple Police Department: Justice for Michael Dean - Sign the Petition! https://t.co/DeWPoDhlut via @UKChange,,temple police department justice for michael dean  sign the petition  via ,False
1503,1503,1503,1.2679281550435697e+18,2020-06-02 21:16:43+00:00,['1267928155043569665'],Pleasant Grove Police Department: Dismiss the charges on Marshae Jones and charge the one who shot her and her unborn baby - Sign the Petition! https://t.co/BLlv5QwwhI via @UKChange,,pleasant grove police department dismiss the charges on marshae jones and charge the one who shot her and her unborn baby  sign the petition  via ,False
1513,1513,1513,1.26777272535296e+18,2020-06-02 10:59:06+00:00,['1267772725352960000'],Louisville Mayor Greg Fischer: Justice for David McAtee - Sign the Petition! https://t.co/GPp3LeKVNt via @UKChange,,louisville mayor greg fischer justice for david mcatee  sign the petition  via ,False
1521,1521,1521,1.2672042630774497e+18,2020-05-31 21:20:14+00:00,['1267204263077449729'],Can’t believe as of tomorrow I’m allowed to leave the house.  My first foray into the outside world in 11 weeks was yesterday and it scared me so much I was home within 10 minutes. Will I be leaving again? Doubtful x,,cant believe as of tomorrow im allowed to leave the house  my first foray into the outside world in  weeks was yesterday and it scared me so much i was home within  minutes will i be leaving again doubtful x,False
1522,1522,1522,1.2671635833114255e+18,2020-05-31 18:38:35+00:00,['1267163583311425542'],"I want to support the black lives matter movement as much as I can. I’ve signed every available petition, even donated what I could afford. I’m currently shielding so can’t attend any protests, but is there anything beyond this I can do? https://t.co/BdQCIo8cNO",,i want to support the black lives matter movement as much as i can ive signed every available petition even donated what i could afford im currently shielding so cant attend any protests but is there anything beyond this i can do ,False
1538,1538,1538,1.2661093660397115e+18,2020-05-28 20:49:30+00:00,['1266109366039711759'],@neglectheaven I’m exactly like that with order of the Phoenix Harry is so petulant all the way through and his saviour complex is beyond tolerable. Ron and Hermione manage to piss me off right from the get go,, im exactly like that with order of the phoenix harry is so petulant all the way through and his saviour complex is beyond tolerable ron and hermione manage to piss me off right from the get go,False
1540,1540,1540,1.266107921076818e+18,2020-05-28 20:43:46+00:00,['1266107921076817940'],@neglectheaven No way HBP is my fave of the books closely followed by Order of the Phoenix!! I like them when they start to get darker,, no way hbp is my fave of the books closely followed by order of the phoenix i like them when they start to get darker,False
1541,1541,1541,1.2660983882333225e+18,2020-05-28 20:05:53+00:00,['1266098388233322496'],@neglectheaven You’ve read them all in a WEEK even that bitch order of the Phoenix? You’re my idol,, youve read them all in a week even that bitch order of the phoenix youre my idol,False
1542,1542,1542,1.2660970130972058e+18,2020-05-28 20:00:25+00:00,['1266097013097205762'],@neglectheaven Are you reading the books or watching the films? I always find the last book is the hardest get through. Takes me AGES because I keep picking it up and putting it down,, are you reading the books or watching the films i always find the last book is the hardest get through takes me ages because i keep picking it up and putting it down,False
1543,1543,1543,1.266039307254608e+18,2020-05-28 16:11:07+00:00,['1266039307254607872'],Officially submitted my final piece of work for university after four of the hardest years of my whole life and I cannot believe how close I am to becoming a registered nurse. The  relief is so emotionally overwhelming I can’t help but cry it ALL out,,officially submitted my final piece of work for university after four of the hardest years of my whole life and i cannot believe how close i am to becoming a registered nurse the  relief is so emotionally overwhelming i cant help but cry it all out,False
1545,1545,1545,1.2656452928352133e+18,2020-05-27 14:05:27+00:00,['1265645292835213313'],Finally opted in two weeks ago and now everyone else who opted out and then opted in in my tutor have received their placements and i haven’t I am being tortured unfairly x,,finally opted in two weeks ago and now everyone else who opted out and then opted in in my tutor have received their placements and i havent i am being tortured unfairly x,False
1551,1551,1551,1.265412895309009e+18,2020-05-26 22:41:59+00:00,['1265412895309008896'],@louise_latham It’s been 10 years Lou no one has beaten the OG soft boy since,, its been  years lou no one has beaten the og soft boy since,False
1554,1554,1554,1.2654017053211116e+18,2020-05-26 21:57:31+00:00,['1265401705321111552'],Why is Peeta Mellark the best fictional character to ever exist and why is Sejanus Plinth a close second,,why is peeta mellark the best fictional character to ever exist and why is sejanus plinth a close second,False
1560,1560,1560,1.265227192243536e+18,2020-05-26 10:24:04+00:00,['1265227192243535872'],"@Misse_ko @PlymUni Congratulations! It’s hard but the best thing I’ve ever done, good luck to you!! Xx",,  congratulations its hard but the best thing ive ever done good luck to you xx,False
1589,1589,1589,1.262075543987655e+18,2020-05-17 17:40:32+00:00,['1262075543987654656'],Finally finished my dissertation and never been so proud of any piece of work in my whole life. Didn’t think I could get any more passionate about organ donation but it’s definitely solidified my desire to be specialist nurse for organ donation,,finally finished my dissertation and never been so proud of any piece of work in my whole life didnt think i could get any more passionate about organ donation but its definitely solidified my desire to be specialist nurse for organ donation,False
1595,1595,1595,1.2609878722467103e+18,2020-05-14 17:38:31+00:00,['1260987872246710273'],@catxnn Not in the league of determinate or she’s so gone though x sorry x,, not in the league of determinate or shes so gone though x sorry x,False
1596,1596,1596,1.260974207007109e+18,2020-05-14 16:44:13+00:00,['1260974207007109120'],@catxnn Have you not heard the musical masterpiece somebody??? Turn up the music???? You’re entitled to your wrong opinion,, have you not heard the musical masterpiece somebody turn up the music youre entitled to your wrong opinion,False
1597,1597,1597,1.2609734391727104e+18,2020-05-14 16:41:10+00:00,['1260973439172710401'],@catxnn Sorry not in he same league. I would consider falling for ya for the running but no other,, sorry not in he same league i would consider falling for ya for the running but no other,False
1600,1600,1600,1.26091147056248e+18,2020-05-14 12:34:55+00:00,['1260911470562480128'],The best song of any Disney channel original movie is either every single song from lemonade mouth or chillin’ like a villain from descendants 2 sorry I don’t make the rules,,the best song of any disney channel original movie is either every single song from lemonade mouth or chillin like a villain from descendants  sorry i dont make the rules,False
1601,1601,1601,1.260755157370966e+18,2020-05-14 02:13:47+00:00,['1260755157370966021'],@louise_latham It’ll take me forever to read esp because I’ve got my diss due in next week and my HIV assignment due the week after PLUS the hunger games prequel is out next week and that of course is my priority but you can borrow it when I finally finish it at Christmas xx,, itll take me forever to read esp because ive got my diss due in next week and my hiv assignment due the week after plus the hunger games prequel is out next week and that of course is my priority but you can borrow it when i finally finish it at christmas xx,False
1602,1602,1602,1.260754503831294e+18,2020-05-14 02:11:12+00:00,['1260754503831293952'],"@louise_latham young adult is my thing too so when I opened it this morning and the words were teen tiny I thought I was gonna be in trouble. The book is really good though, I’m just having a hard time believing I can read for 4 hours and only read like 10 pages 🤣🤣🤣",, young adult is my thing too so when i opened it this morning and the words were teen tiny i thought i was gonna be in trouble the book is really good though im just having a hard time believing i can read for  hours and only read like  pages ,False
1603,1603,1603,1.2607408799770092e+18,2020-05-14 01:17:03+00:00,['1260740879977009152'],Worst thing I’ve done all day is bet my 13 year old brother that I could stay up longer than him I am old lady now I should have been asleep 5 hours ago,,worst thing ive done all day is bet my  year old brother that i could stay up longer than him i am old lady now i should have been asleep  hours ago,False
1604,1604,1604,1.260740633423229e+18,2020-05-14 01:16:05+00:00,['1260740633423228928'],@sophiecrawley1 Love ya 💙💙,, love ya ,False
1606,1606,1606,1.2607014878917304e+18,2020-05-13 22:40:32+00:00,['1260701487891730432'],@soakzayn Love you 💙💙,, love you ,False
1607,1607,1607,1.260701461161431e+18,2020-05-13 22:40:25+00:00,['1260701461161431041'],@kirstyxevans 💙💙💙 hope you’re doing well Kirsty x,,  hope youre doing well kirsty x,False
1608,1608,1608,1.260691792116224e+18,2020-05-13 22:02:00+00:00,['1260691792116224001'],Can’t believe this is the fourth heavenly birthday for my grandad. Miss him more each and every day that passes. Not a man on the planet (aside from my wonderful dad) who I love more. Happy birthday up there gdad x,,cant believe this is the fourth heavenly birthday for my grandad miss him more each and every day that passes not a man on the planet aside from my wonderful dad who i love more happy birthday up there gdad x,False
1609,1609,1609,1.260639411127169e+18,2020-05-13 18:33:51+00:00,['1260639411127169025'],Reading IT by stephen King and have come to the realisation it’s the first adult book I have ever read. I just never expected it to be almost as long as the bible,,reading it by stephen king and have come to the realisation its the first adult book i have ever read i just never expected it to be almost as long as the bible,False
1625,1625,1625,1.2595526157147628e+18,2020-05-10 18:35:19+00:00,['1259552615714762752'],"The mixed messages from the govt are laughable. How are you telling people to go back to work if they can’t work from home, but telling them to AVOID public transport? Telling people to stay at home but saying they can now sit in parks? Make it make sense",,the mixed messages from the govt are laughable how are you telling people to go back to work if they cant work from home but telling them to avoid public transport telling people to stay at home but saying they can now sit in parks make it make sense,False
1626,1626,1626,1.2595509065735578e+18,2020-05-10 18:28:32+00:00,['1259550906573557760'],I have tried to compose several tweets regarding my thoughts on tonight’s announcement but my brain can’t fathom how STUPID the entire thing was Boris has done it again https://t.co/pQupyEeLff,,i have tried to compose several tweets regarding my thoughts on tonights announcement but my brain cant fathom how stupid the entire thing was boris has done it again ,False
1629,1629,1629,1.25953503254648e+18,2020-05-10 17:25:27+00:00,['1259535032546480128'],@Ashlea______ I feel you! Week 7 or 8 of shielding and completely missing my placement and my job 😩 only had 12 weeks to go! Hope you’re doing ok x,, i feel you week  or  of shielding and completely missing my placement and my job  only had  weeks to go hope youre doing ok x,False
1630,1630,1630,1.2593604210578885e+18,2020-05-10 05:51:36+00:00,['1259360421057888262'],"My week on Twitter 🎉: 1 Mention, 1 Reply. See yours with https://t.co/gc0Qs23CoK https://t.co/IPcUhwhboE",,my week on twitter   mention  reply see yours with  ,False
1640,1640,1640,1.2577745281571758e+18,2020-05-05 20:49:50+00:00,['1257774528157175809'],@sophiecrawley1 Hope you’re okay xx,, hope youre okay xx,False
1647,1647,1647,1.2576123157064745e+18,2020-05-05 10:05:16+00:00,['1257612315706474501'],"My week on Twitter 🎉: 1 Mention, 1 Like, 1 Reply. See yours with https://t.co/gc0Qs23CoK https://t.co/KXx56QfbC0",,my week on twitter   mention  like  reply see yours with  ,False
1648,1648,1648,1.2574310789372846e+18,2020-05-04 22:05:05+00:00,['1257431078937284613'],"My week on Twitter 🎉: 2 Mentions, 8 Likes, 1 Reply. See yours with https://t.co/gc0Qs23CoK https://t.co/sUw5cbHZae",,my week on twitter   mentions  likes  reply see yours with  ,False
1656,1656,1656,1.256004286997246e+18,2020-04-30 23:35:32+00:00,['1256004286997245954'],I AM SO EXCITED https://t.co/KhRWYlWZD0,,i am so excited ,False
1668,1668,1668,1.2552092074287186e+18,2020-04-28 18:56:10+00:00,['1255209207428718594'],Desperate housewives is top 5 in best tv programmes ever you can’t change my mind https://t.co/NUFwb5Ldiv,,desperate housewives is top  in best tv programmes ever you cant change my mind ,False
1672,1672,1672,1.2548658824817009e+18,2020-04-27 20:11:55+00:00,['1254865882481700868'],@amy_sharpex Good luck you’ll smash it!!! Where for?,, good luck youll smash it where for,False
1686,1686,1686,1.2534107587312968e+18,2020-04-23 19:49:46+00:00,['1253410758731296768'],Can’t believe there’s only three seasons of future man when it’s just THAT good i don’t want it to end,,cant believe theres only three seasons of future man when its just that good i dont want it to end,False
1688,1688,1688,1.2530693318664888e+18,2020-04-22 21:13:04+00:00,['1253069331866488833'],"@AmyKeenx @ticketfactory Hey, I Sent them a DM earlier asking if it was legit and they said it was!",,  hey i sent them a dm earlier asking if it was legit and they said it was,False
1690,1690,1690,1.252659655635075e+18,2020-04-21 18:05:09+00:00,['1252659655635075073'],"New hunger games book/film, one direction reunion, JLS reunion and a jonas Brothers tour all in one year? Teenage me is shaking https://t.co/3ELbTmVVGN",,new hunger games bookfilm one direction reunion jls reunion and a jonas brothers tour all in one year teenage me is shaking ,False
1693,1693,1693,1.2526583831000105e+18,2020-04-21 18:00:06+00:00,['1252658383100010500'],YES !!!!!!!! It’s what we deserve. A Catching fire quality film that we have all waited for x https://t.co/9HIIaIw8yP,,yes  its what we deserve a catching fire quality film that we have all waited for x ,False
1701,1701,1701,1.2518770156297708e+18,2020-04-19 14:15:13+00:00,['1251877015629770752'],@catxnn Starstruck is good yes but it’s no lemonade mouth,, starstruck is good yes but its no lemonade mouth,False
